ID,Bucket,Title,Decision Type,Trigger Criteria,Requirement,Justification,Parent Decision IDs,Baseline Bundle ID,Rule Classification,Mapping Status,Mapping Rationale,Source Version,Source URL,Source Match
VCF-FLEET-REQD-CFG-002,FLEET,Fleet Management Placement,Required,ALWAYS,"Document placement of Fleet Management components, co-located with the initial management domain per current VCF architecture.","VCF Operations, VCF Automation, and Fleet Management reside in the initial cluster and must be within suitable latency and bandwidth to all managed resources.",DEC-FLEET-001; DEC-FLEET-002,BL-ARCH-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-FLEET-001, DEC-FLEET-002 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/vmware-cloud-foundation-concepts/vcf-fleet-sizing-models-9-x.html,prefix:VCF-FLEET-
VCF-FLEET-RCMD-CFG-003,FLEET,Multi-Instance Consumption Layer,Recommended,ALWAYS,"If multiple VCF Instances are deployed, document whether a single consumption layer (VCF Operations/Automation) spans all instances.",Determines the operational model and support boundary for multi-instance environments.,DEC-FLEET-001; DEC-FLEET-002,BL-ARCH-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-FLEET-001, DEC-FLEET-002 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/vmware-cloud-foundation-concepts/vcf-fleet-sizing-models-9-x.html,prefix:VCF-FLEET-
VCF-COST-RCMD-CFG-001,COST,Capacity Planning Cadence,Recommended,ALWAYS,"Establish a recurring capacity review cadence (e.g., quarterly) using VCF Operations capacity/cost dashboards.",Prevents unplanned resource exhaustion and supports proactive host/cluster expansion planning.,DEC-COST-001; DEC-AVAIL-002,BL-GOV-001,BASELINE,MAPPED,Inherited BL-GOV-001 control; retained without presenting it as a questionnaire branch.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design.html,prefix:VCF-COST-
VCF-COST-RCMD-CFG-002,COST,Cost Visibility / Chargeback,Recommended,ALWAYS,Determine whether cost/chargeback reporting is required per business unit or workload domain.,Supports financial accountability and showback/chargeback models where the organization requires them.,DEC-COST-001,BL-GOV-001,INHERIT_PARENT_SCOPE,MAPPED,Required after parent decision DEC-COST-001 activates this domain or solution.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design.html,prefix:VCF-COST-
VCF-NET-REQD-CFG-009,NET,DNS Design,Required,ALWAYS,"Document DNS architecture (internal/external resolution, forward/reverse zones) for all VCF management and workload domain components.","All VCF components require reliable, consistent DNS resolution; a documented design prevents ad hoc, inconsistent configuration across domains.",DEC-NET-001; DEC-NET-003,BL-NET-001,BASELINE,MAPPED,Inherited BL-NET-001 control; retained without presenting it as a questionnaire branch.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/external-services-design.html,title-hint
VCF-NET-REQD-CFG-010,NET,NTP / Time Source Design,Required,ALWAYS,Document the authoritative time source(s) and NTP distribution used by all VCF management and workload domain components.,"Certificate validation, SSO, logging correlation, and vSAN health all depend on synchronized time; inconsistent time sources are a common source of hard-to-diagnose failures.",DEC-NET-001; DEC-NET-003,BL-NET-001,BASELINE,MAPPED,Inherited BL-NET-001 control; retained without presenting it as a questionnaire branch.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/external-services-design.html,title-hint
VCF-MS-REQD-COM-001,FLEET,MS IP Range,Required,ALWAYS,Allocate a sufficient IP range for the required number of control plane and worker nodes for your chosen MS deployment type.,Required for initial deployment; day-N services may auto-scale workers.,DEC-AVAIL-002; DEC-FLEET-001,BL-MGMT-001,BASELINE,NEW_TECHDOCS,Imported from Broadcom MS detailed design common requirements.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-management-services-availabilty-detailed-design/vcf-management-services-simple-deployment-model.html,preexisting-techdocs
VCF-MS-REQD-COM-002,FLEET,MS CAPV Anti-Affinity,Required,ALWAYS,Use Kubernetes Cluster API Provider vSphere (CAPV) node anti-affinity so MS nodes run on different ESX hosts.,Prevents MS nodes co-locating on one host and risking cluster HA.,DEC-AVAIL-002,BL-MGMT-001,BASELINE,NEW_TECHDOCS,TechDocs MS common requirement.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-management-services-availabilty-detailed-design/vcf-management-services-simple-deployment-model.html,preexisting-techdocs
VCF-MS-REQD-COM-003,FLEET,MS vSphere HA Protection,Required,ALWAYS,Protect VCF management services nodes by using vSphere HA.,Restarts MS nodes on host failure without manual intervention.,DEC-AVAIL-002,BL-MGMT-001,BASELINE,NEW_TECHDOCS,TechDocs MS common requirement.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-management-services-availabilty-detailed-design/vcf-management-services-simple-deployment-model.html,preexisting-techdocs
VCF-MS-REQD-SIM-001,FLEET,Simple MS Topology,Required,availabilityModel=SIMPLE,Deploy VCF management services with a single control plane node and three worker nodes in the default management vSphere cluster.,Supports simple/PoC footprint; scale-out to HA model is supported.,DEC-AVAIL-002; DEC-FLEET-001,BL-MGMT-001,DECISION_LED,NEW_TECHDOCS,TechDocs VCF-MS-REQD-SIM-001 — missing from Funnel; gates Simple sizing rows.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-management-services-availabilty-detailed-design/vcf-management-services-simple-deployment-model.html,preexisting-techdocs
VCF-MS-REQD-HA-001,FLEET,HA MS Topology,Required,availabilityModel=HA,Deploy VCF management services in high availability mode with three (3) control plane nodes and the corresponding number of worker nodes in the default management vSphere cluster.,Supports HA objective; requires additional resources.,DEC-AVAIL-002; DEC-FLEET-001,BL-MGMT-001,DECISION_LED,NEW_TECHDOCS,TechDocs VCF-MS-REQD-HA-001 — missing from Funnel; gates HA sizing rows.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-management-services-availabilty-detailed-design/vcf-management-services-high-availability-deployment-model.html,preexisting-techdocs
VCF-AUTO-REQD-SIM-001,AUTO,Simple Automation Topology,Required,availabilityModel=SIMPLE,Deploy VCF Automation as a single node in the default management domain vSphere cluster.,Supports simple deployment; can scale out to HA.,DEC-AUTO-001; DEC-AVAIL-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Complements CFG-002 which currently ALWAYS forces 3-node HA.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-automation-deployment-models-9-x/vcf-automation-simple-deployment-model.html,preexisting-techdocs
VCF-AUTO-REQD-SIM-002,AUTO,Simple Automation vSphere HA,Required,availabilityModel=SIMPLE,Protect the VCF Automation node using vSphere HA.,Host-failure recovery without app-level clustering.,DEC-AUTO-001; DEC-AVAIL-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,TechDocs VCF-AUTO-REQD-SIM-002.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-automation-deployment-models-9-x/vcf-automation-simple-deployment-model.html,preexisting-techdocs
VCF-AUTO-REQD-HA-001,AUTO,HA Automation Topology (TechDocs),Required,availabilityModel=HA,Deploy VCF Automation as a three node cluster.,Supports high availability objectives.,DEC-AUTO-001; DEC-AVAIL-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Pairs with existing VCF-AUTO-REQD-CFG-002; prefer gating both on availabilityModel=HA.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-automation-deployment-models-9-x/vcf-automation-high-availability-deployment-model.html,preexisting-techdocs
VCF-OPS-REQD-SIM-001,OPS,Simple Operations Topology,Required,availabilityModel=SIMPLE,Deploy VCF Operations as a single node in the default management vSphere cluster.,Simple footprint; no application-level HA.,DEC-OPS-001; DEC-AVAIL-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Missing Simple Ops path in Funnel.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-blueprints-for/infrastructure-modernization/vcf-fleet-in-a-single-site-with-minimal-footprint-blueprint/management-domain-design-selections/operations-layer/simple-vcf-operations-model.html,preexisting-techdocs
VCF-OPS-REQD-COM-001,OPS,Ops Fleet Mgmt on MS,Required,ALWAYS,Deploy the fleet management component in the VCF management services in the default management cluster.,Provides lifecycle management for a VCF fleet.,DEC-OPS-001; DEC-FLEET-001,BL-SOL-001,BASELINE,NEW_TECHDOCS,TechDocs Ops common requirement.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-REQD-COM-003,OPS,Cloud Proxy in Mgmt Cluster,Required,ALWAYS,Deploy a single cloud proxy appliance in the default management vSphere cluster.,Offloads metric/log collection from analytics nodes.,DEC-OPS-001; DEC-OPS-002,BL-SOL-001,BASELINE,NEW_TECHDOCS,TechDocs Ops common requirement.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-NSX-LM-REQD-CFG-006,NSX,Simple NSX Manager (1-node),Required,availabilityModel=SIMPLE,Deploy a single NSX Manager appliance (Medium) for the management domain when using the Simple deployment model.,Matches Fleet Simple sizing (1× Medium NSX); not a 3-node cluster.,DEC-NET-001; DEC-AVAIL-002,BL-NSX-001,DECISION_LED,NEW_SIZING_BRIDGE,Counterpart to CFG-002 which ALWAYS requires 3-node HA.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/vmware-cloud-foundation-concepts/vcf-fleet-sizing-models-9-x.html,preexisting-techdocs
VCF-OPS-REQD-COM-002,OPS,Fleet Mgmt Inherits MS Protection,Required,ALWAYS,Protect through the fleet management VCF management services configuration.,Ensures availability of fleet management by inheriting MS protection without manual intervention during ESX host failure.,DEC-OPS-001; DEC-FLEET-001,BL-SOL-001,BASELINE,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-REQD-COM-004,OPS,Cloud Proxy vSphere HA,Required,ALWAYS,Protect cloud proxy appliance by using vSphere HA.,Ensures availability of cloud proxy without manual intervention during ESX host failure.,DEC-OPS-001; DEC-OPS-002,BL-SOL-001,BASELINE,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-REQD-HA-001,OPS,HA Operations 3-Node Cluster,Required,availabilityModel=HA,Deploy VCF Operations as a cluster of three nodes in the default management vSphere cluster.,Supports HA objectives; provides capacity within monitoring scale limits; supports scale-out with additional data nodes.,DEC-OPS-001; DEC-AVAIL-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-REQD-HA-002,OPS,HA Unified Ops Collector,Required,availabilityModel=HA,Deploy a single Unified VCF Operations collector node in the default management vSphere cluster.,Removes collection load from the Ops analytics cluster for local-instance applications.,DEC-OPS-001; DEC-OPS-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-REQD-HA-003,OPS,Ops Cluster DRS Anti-Affinity,Required,availabilityModel=HA,Apply a vSphere DRS anti-affinity rule to the VCF Operations cluster nodes.,Prevents Ops cluster nodes from running on the same ESX host.,DEC-OPS-001; DEC-AVAIL-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Implies >=4 hosts in default management cluster for HA Ops + maintenance mode.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-REQD-HA-004,OPS,Ops Cluster Certificate SANs,Required,availabilityModel=HA,The certificate for VCF Operations must include the FQDNs for all cluster nodes in the SAN attribute (collector FQDNs not required).,Ensures encrypted UI/API and cross-component communication.,DEC-OPS-001; DEC-ID-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-REQD-HA-005,OPS,Ops External LB Certificate SAN,Required,availabilityModel=HA; opsExternalLB=true,"If using an optional external load balancer, the Ops certificate must also include the load balancer FQDN in the SAN attribute.",Keeps UI/API encryption intact when fronting HA Ops with an external LB.,DEC-OPS-001; DEC-ID-002; DEC-NET-004,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-RCMD-HA-001,OPS,Ops External Load Balancer,Recommended,availabilityModel=HA,Deploy VCF Operations with an external load balancer to load balance connections across cluster nodes.,Required for distributed UI access across HA Ops members.,DEC-OPS-001; DEC-NET-004,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-RCMD-HA-002,OPS,Per-Instance Collector Group,Recommended,availabilityModel=HA,Create a collector group in VCF Operations for each VCF Instance and assign the default collector appliance.,Increases availability of metric collection across collectors in the group.,DEC-OPS-001; DEC-OPS-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-RCMD-HA-003,OPS,Additional Ops Collector Node,Recommended,availabilityModel=HA,Deploy an additional VCF Operations collector node in the default management vSphere cluster.,Extends collector availability by balancing load when added to a collector group.,DEC-OPS-001; DEC-OPS-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Affects Placement payload when collector HA is in scope.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-RCMD-HA-004,OPS,Collector DRS Anti-Affinity,Recommended,availabilityModel=HA,Apply a vSphere DRS anti-affinity rule to the VCF Operations collector nodes.,Prevents collectors co-locating on one ESX host.,DEC-OPS-001; DEC-AVAIL-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-RCMD-HA-005,OPS,Adapter Uses Collector Group,Recommended,availabilityModel=HA,Reconfigure the default VMware Cloud Foundation Adapter in VCF Operations to use a local-instance collector group.,Increases availability of metric collection.,DEC-OPS-001,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-RECD-COM-001,OPS,Cloud Proxy Data Persistence,Recommended,ALWAYS,Enable data persistence on each cloud proxy appliance.,Stores data during connectivity issues.,DEC-OPS-002,BL-SOL-001,BASELINE,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-OPS-RECD-COM-006,OPS,Deploy Real-time Metrics,Recommended,ALWAYS,Deploy real-time metrics in each VCF Instance.,Enables real-time data in the observability workbench for selected inventory objects.,DEC-OPS-001; DEC-FLEET-001,BL-SOL-001,BASELINE,NEW_TECHDOCS,Ties to VCF Sizing Real-time Metrics rows / MS worker scale-out.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-ha-model.html,preexisting-techdocs
VCF-AUTO-REQD-HA-003,AUTO,HA Automation vSphere HA,Required,availabilityModel=HA,Protect all VCF Automation nodes using vSphere HA.,Ensures availability without manual intervention during ESX host failure.,DEC-AUTO-001; DEC-AVAIL-002,BL-SOL-001,DECISION_LED,NEW_TECHDOCS,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-automation-deployment-models-9-x/vcf-automation-high-availability-deployment-model.html,preexisting-techdocs
DES-FLEET-PNP,FLEET,Confirm Footprint via P&P Workbook,Recommended,ALWAYS,Confirm absolute vCPU/RAM/Disk from the Planning and Preparation workbook Management Domain Sizing tab for the chosen Fleet Simple/HA model.,TechDocs Fleet sizing models list topology; numeric footprints come from the workbook.,DEC-AVAIL-002; DEC-FLEET-001,BL-MGMT-001,BASELINE,NEW_SIZING_BRIDGE,Promoted from sizing bridge DES-PNP so Design ID tab can own Source URLs.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/vmware-cloud-foundation-concepts/vcf-fleet-sizing-models-9-x.html,preexisting-techdocs
DES-MS-HOSTED,FLEET,MS-Hosted Component Inherits Topology,Required,ALWAYS,"Treat Identity Broker, Real-time Metrics, Log Management, and Software Depot as workloads hosted on VCF services runtime; inherit Simple vs HA from MS topology (SIM-001 / HA-001).",Avoids duplicating CP/worker topology rules onto every hosted service row.,DEC-FLEET-001; DEC-AVAIL-002,BL-MGMT-001,DECISION_LED,NEW_SIZING_BRIDGE,Imported from Broadcom TechDocs design requirement tables.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/vmware-cloud-foundation-concepts/vcf-management-services-models.html,preexisting-techdocs
